-7.603758379353462230e-03	9.146797813216632836e-03	-1.685023969926638691e-03	-1.435301197130158836e-02	3.491665322110426573e-03
4.160574787367805200e-02	5.077522138343834764e-03	-7.524636145957900625e-03	-8.519361592561679880e-03	2.117620184181748938e-02
2.946335233465274817e-02	-5.519205721169518101e-04	-2.220993303646563374e-02	5.905834676246677142e-04	2.936148771535616528e-02
1.800025353083325660e-02	2.387364037029755456e-02	-2.542427514652770282e-02	3.758620706266956740e-02	-3.805167572865424813e-02
1.282696809980600310e-02	-2.240532316404654153e-02	-6.214566697924004540e-02	-9.781815346267045547e-03	3.428556493545632106e-02
-1.406080727677517031e-02	1.232834487075385420e-02	-2.380228576314074099e-02	-6.318713846718190461e-03	-1.298693873707399381e-02
-1.650005325540443435e-02	5.033194950437921457e-03	-2.494537175292595513e-02	1.328462551526723642e-02	-1.029652857769951073e-02
-4.150130051914188017e-02	-3.120206858787827678e-02	-3.453482589120003879e-04	1.864822235268667056e-02	2.799679772873671021e-02
6.126559506613638711e-02	-2.561136841615176303e-03	-1.825747124505234381e-02	2.536212308313712943e-02	2.454849634107872380e-02
-3.737782543068637192e-03	-5.222241437175920327e-03	-4.691764101299873181e-03	8.892828370702668406e-03	1.404488020157349838e-02
-3.304530334120289042e-02	-1.433563177442780112e-02	1.672509328262091963e-02	4.401693945989387097e-02	1.797741571233437904e-02
-4.043748577442641406e-02	7.506728121213560728e-03	-1.690871495409980788e-02	2.206822670343455001e-02	-2.307307425342348950e-02
-5.398637535416020081e-03	-2.267416556813835193e-02	4.184801161029434724e-02	3.316078229560722509e-03	-1.683573524269800850e-02
-1.291001301466592616e-02	-1.323300040588035230e-03	-7.944360153135390790e-03	-7.128572328053376685e-03	1.996153833343615805e-02
1.079616134272161874e-02	1.213082723782652438e-02	-4.480494505057549398e-03	1.268700842440182754e-02	-4.528299624738341134e-02
2.797879400172458182e-03	-3.564350611255983486e-02	2.859161939236276248e-03	-2.811973548204637838e-02	-2.436908682360470688e-02
-2.302809941037999540e-03	2.809847496587573878e-03	-2.133627476349939447e-02	1.808735818905920362e-02	3.390322042518450346e-02
8.604302791554234138e-04	5.510794666625150329e-03	-1.172192488010987722e-02	-2.616622726900908955e-02	-1.562865807744359681e-02
1.291879250945831073e-02	1.289222007291886650e-02	-4.593990974441722330e-02	-3.374618776176275398e-02	1.669685468111791610e-02
-2.147142256508554736e-03	-3.047154609704990497e-02	2.713610606575573604e-03	-1.127599317931865519e-02	5.166754652082262284e-03
2.231796074196128535e-02	2.636837553125167405e-02	-5.403940438846776932e-03	2.728699837417492002e-02	1.100994631444243178e-02
-8.473096181325058540e-03	-1.473383736517459635e-03	1.073862425975150373e-02	-3.098061539282874130e-02	-9.958445131841934736e-03
3.304847032564434822e-02	-1.702899598675786455e-02	2.382278858765735433e-02	-8.803961064013668403e-03	-3.315687581025386632e-02
6.718651847975452840e-03	-1.867926240295422757e-02	-1.118908046350867470e-02	1.953478531158994377e-02	3.881196060676747432e-03
-1.950359995163315069e-02	1.701575231632068219e-03	1.415814379353033670e-02	2.858808960342194838e-02	2.774750289059222177e-02
6.847070970502385293e-03	-9.174107561799454968e-03	-1.575860453140339942e-02	-1.343361446353309209e-02	-2.317251050599801812e-02
3.032737075262052079e-02	-2.456777690600828526e-03	2.239187411885284681e-02	-1.356897256515449818e-02	-7.794061313066740632e-03
6.206625885110827849e-03	-1.369401050484850280e-02	-4.038911394103690544e-02	3.785125532139500121e-02	3.785777287761707410e-03
-1.140389212118251075e-02	-4.212514147387057088e-03	8.994127590765833152e-03	-1.254911079201989285e-02	2.685862439900323084e-02
4.464117807132214621e-02	-2.392746391898972411e-02	-2.402939362588464578e-02	1.959681579959214257e-02	-1.320139340484091824e-02
-4.798565171802988798e-03	3.115974790071842845e-02	-7.990530453158312119e-03	8.794928255320202948e-03	-9.890689102340397693e-03
-6.767146332670520396e-03	-3.805722357885568674e-02	2.767227647550381947e-02	4.531087427553872476e-02	1.783842464635278929e-02
-9.155802007400725209e-03	7.039025704817443961e-03	-9.520729503679031119e-03	3.268044401914650676e-02	1.137424912437924422e-03
1.460111139525927101e-03	-2.624430129064473163e-03	-9.374037743089418985e-04	2.542882036540660209e-02	-1.420092460046598962e-02
-3.764473116624991039e-02	2.899706471486956233e-02	-1.551388427533931420e-02	-7.099423564093155538e-03	-8.449707901384901493e-03
-2.591915569122696383e-02	1.247328028052248350e-02	-1.936125805861713817e-02	1.936105359600837073e-02	2.541017436911612373e-02
-2.660531508083737460e-04	2.774471986719957012e-02	2.137841618873051897e-03	4.433979322432055753e-02	-8.398969399410016398e-03
7.543203426603767130e-03	2.569270827708419400e-03	2.715014856089134967e-02	1.443955097312875531e-02	3.610310657769470744e-02
-2.004607854549017229e-02	-5.491805503702902082e-03	-1.066495065408423412e-02	-4.714602322657054749e-03	-4.865549824062116550e-04
-7.742129542189285160e-03	-4.883817078693327395e-03	6.189511800196963349e-03	3.296571455432490208e-03	-4.543008309306846050e-03
-2.262635601252747063e-03	-9.081213864775830244e-04	1.391985055567469994e-02	1.796868717903017318e-02	-4.010937244727324352e-02
-1.635006923957958366e-02	1.743052949274687818e-02	4.225593958056080013e-02	-1.036206172250080104e-02	-2.408386986778141003e-02
-3.394213227367970376e-02	-6.444152147433346214e-04	1.452178089077615745e-02	2.543432581506171672e-02	1.846033053891718567e-02
-6.522618750140737887e-02	-2.111611825773006615e-02	-3.227459075170727859e-02	-3.079199876828296600e-02	1.563368846392966527e-02
-3.126639328353904290e-02	-9.544071716720739507e-03	9.920203770797672918e-03	-5.027769362885400189e-03	-6.819736376435702775e-03
-9.861888562100293472e-04	-2.372747091495502284e-03	-1.048055023059879520e-02	-2.049510456254882360e-02	-2.800992078141481545e-02
1.085189324057998436e-02	1.336801689022206960e-02	-8.043314253239826003e-03	-1.671547272962985511e-02	-1.864930720311318291e-02
9.969030748625666918e-03	3.641632441837029752e-03	5.867445687188917874e-02	-1.724980890752928625e-02	1.769127985035840248e-02
-3.988521352228544155e-03	1.466183497674056939e-03	9.515062588756449322e-03	-3.352316385394182863e-02	-5.095496665033086292e-02
3.876981460459743428e-02	1.963519576861463486e-02	-3.667880492491839423e-02	1.790419013073633880e-02	4.932246683579560170e-02
-5.647890511293597593e-02	-2.728431265698898212e-02	1.800560304017736687e-02	-8.544238607961109414e-03	-3.527561220651763418e-02
2.465030726787209928e-02	1.327451715776104164e-02	1.337770537839841518e-02	-8.191682366521428268e-03	-1.889863593046006013e-02
-4.198258706263518353e-02	5.134611680239532967e-03	1.136860467628139637e-02	-2.293057037593339720e-03	7.112845533632402607e-03
-5.109673493269035333e-02	-1.709846832980426584e-02	2.130129935012577483e-03	1.842280199730837948e-03	9.613091607198703467e-03
-2.863541345928597229e-02	-3.464139988598938236e-02	1.353775144417656250e-02	1.987299009005349254e-02	-9.481628795912174683e-04
1.620661624837962597e-02	-2.231619305735533035e-02	-3.233745805788919986e-02	-1.691171763305763425e-03	3.562079807817464250e-02
-2.338704167645528145e-03	-1.946973253577758897e-02	3.000919903157351493e-02	-3.271634664637289303e-02	1.040054881881650415e-04
-1.515134415545610867e-02	2.547087048203541121e-02	7.799462006569597358e-03	2.533665736927706927e-02	-1.251270092290878051e-02
-8.744199967103811338e-03	-2.834948073931418608e-02	-1.959857529993543762e-02	3.569310020696743468e-02	-9.545066265889091614e-03
-1.155441333193383061e-02	-2.187293757240565267e-02	1.090939961042249398e-02	-8.834045555599025559e-03	-4.262311452616024399e-02
1.632226747098891595e-02	2.160252292447852399e-02	2.024769990520741691e-02	-2.219319547081664672e-03	3.737612788970678945e-02
1.610554132548523698e-02	2.484126726968437573e-02	-3.655561189031786284e-02	7.833769460910113003e-03	2.637700712214642584e-02
1.499711328500539544e-02	-2.914525501298316154e-02	5.068460363170167182e-02	-1.112783178249722102e-02	-1.466309363911245424e-02
-4.649305317373936264e-02	1.346517403568614664e-02	-3.911154499417470072e-03	-3.289158791240805180e-02	-3.783138562349705469e-02
5.736025060419244759e-03	2.795522685611086244e-02	3.930882428862801647e-02	1.862349794758974900e-02	2.989674062187248557e-02
2.882023638322052817e-03	1.871319161870173275e-02	-2.999048892657236141e-03	-1.365221264479692803e-02	-1.299618868727047370e-02
-3.476557676235912664e-02	8.907340127354581444e-03	-3.788855140606065246e-03	1.690412934134410267e-02	2.997567485074152313e-02
-1.933720056917572275e-02	2.037223810862515486e-02	-6.151868026022488424e-03	1.687602455883039851e-02	-4.069286060377274661e-04
3.615084625507990201e-02	3.003642591902489748e-04	4.246709981693984337e-02	-1.884155184672882399e-02	-3.608711887668637763e-02
1.784989501386509761e-02	-1.928176146373720978e-02	-8.218214695802278369e-03	3.047031828621319955e-03	-7.447132374473293404e-02
2.784297408050895664e-02	3.389502198734754314e-03	-1.303322654374923159e-02	-2.175441066693671946e-02	-6.440729591414810426e-03
-1.336847159714896725e-02	6.673759026848734635e-03	-1.835938721529277104e-02	-1.678334394895261011e-02	-3.117784513504058552e-02
5.082932387524952134e-02	2.831691146030349340e-02	-7.122023679658332981e-03	9.354486429584736237e-03	2.465332713350436300e-02
