8.342438205058114176e-02	9.485252465733517990e-01	5.930510752321920265e-01	3.210644223604021796e+00	3.018283427395855867e+00	-1.592519079912039448e+00	-5.188455817870215370e+00	1.592319131487676120e-01	-3.800216505422497448e+00	-2.931296802816400149e+00	3.057303804284600801e+00	-8.151975901232582089e+00	-2.875089610122534722e+00	-4.359058990127453015e+00	-1.901969721395421420e+00
-8.415777526931856656e+00	1.399716925611315332e+00	1.754341140264695120e+00	1.895105370206606965e+00	2.877721727269715313e-01	4.411955942553099419e+00	-3.525395525242626782e+00	-2.199033547845439251e+00	3.800327383369590972e+00	1.317837018872592969e+00	1.910347190929543582e-01	-1.024375869281546336e+00	-2.738613080460829075e+00	-3.820642639100777505e+00	-8.711761870055363843e+00
-6.381902161620189418e+00	2.191525078788456149e+00	4.350585246461690758e+00	2.119011294915217336e-01	-1.042125175774104795e+00	-5.792464828709728231e+00	-2.927174237922702815e-01	1.004296300032136546e+00	-3.428055272254164620e+00	1.679807399428608461e+00	9.900980946679201367e+00	7.737470669464764361e-01	-6.091117694963443796e+00	1.016445698842832313e+00	-8.924339220158392649e+00
-3.646419172795099417e+00	-2.069851942058311245e+00	5.115089233741894503e+00	-6.036868713641775130e+00	1.046555863475485992e+01	4.055532266116820495e+00	-4.053163739762733364e+00	1.807172763962322515e+00	-6.437559323172963033e-02	-7.569924657963068348e+00	1.465524942127159447e+00	-7.705274630037006744e+00	-3.622729297492988110e+00	-5.876175289491099463e+00	-1.191405697856375401e+00
-3.294483741712282310e+00	5.993637969308241331e+00	1.102929959605712362e+01	1.938356866305182891e+00	-1.418837266216950388e+00	-2.469511615996996534e-01	1.331098351820930281e+00	-3.909341171830323702e+00	-4.074812409037268601e+00	1.479620265072128182e+00	7.398259731054660726e+00	-9.111467460573216215e+00	-5.995518131829060238e+00	-4.848165827604933753e+00	-3.458707746315649256e+00
1.385157910841578355e+00	6.152442794892602762e-02	3.861716759600846594e+00	1.602944853543231796e+00	6.424699411266449722e+00	4.086683458311820338e+00	9.197545689957484782e-01	-4.566500012395125374e+00	1.246995664145839067e+00	-8.603474253073198241e+00	3.538367627214855649e+00	-2.657345660771836648e+00	-2.108452369495502854e+00	-7.857717190202422319e-01	-1.095379704048697445e+00
1.304918688771237845e+00	1.464758395834923066e+00	4.778080659441951816e+00	-1.360323856922173613e+00	5.047074022880579491e+00	-9.864290182907177851e+00	-1.873874710431000068e+00	-1.892700057789166168e+00	-1.858633665671276525e+00	-5.921490245436336508e+00	-2.803940456578090323e+00	-5.386762860125468677e+00	-4.097700274238681217e+00	-2.132916243100091702e-01	-3.981691015944906376e+00
6.097490057910881944e+00	7.731004912768670856e+00	3.051668126134549075e-01	-2.405692439593123400e+00	-1.030925043322680423e+00	-4.840679313146789120e+00	-2.661769408544990334e+00	-6.225446600921146212e-01	-7.981870861567842423e-01	5.222825527821060021e+00	4.764886703801998635e+00	-2.599264643685309295e+00	-3.885385096904533153e+00	-2.230484070284570297e+00	-8.662502280097779561e+00
-1.195036625888417525e+01	2.301469531115322376e+00	3.379071603736886420e+00	-3.635498528742025393e+00	-8.124342668723114613e-01	-3.766757579777967546e+00	8.521747028972521676e-01	2.316498367351672361e+00	-6.685856189084472545e-01	-1.258873047396833922e+00	-1.088899281719585971e-01	-5.442000248943791085e+00	-4.512194267305658535e+00	3.871485370652306024e+00	-3.076933398482579740e+00
-3.775927839592857493e-01	3.458787215065499687e+00	1.283190192938434615e+00	-1.122972235847238709e+00	1.948000697933242042e+00	1.618692246855626848e+00	6.075020819385369641e+00	-3.201732168157269687e+00	-2.469737723381459471e+00	-1.016472524506534025e+00	5.958648590331276473e+00	-6.117710691723334371e+00	-4.921154721915941721e+00	-4.071842098475529359e-01	-1.913332578137983075e+00
4.650502410315856316e+00	4.430603642908711670e+00	-3.090016861374659918e+00	-6.937421845533249254e+00	7.052704894603266661e-01	2.988698643875248973e+00	-4.625449715841726039e+00	6.030797270208881899e-01	5.487372660628288656e+00	-2.111432659817050972e+00	-1.750864712898672737e+00	-8.591007121181316819e+00	-3.211311740392462699e+00	-1.904930651032280320e+00	1.763752581566646160e+00
5.268305009352475032e+00	8.085203130883735767e-01	2.753256290231373082e+00	-3.502554862630124610e+00	8.172113471211996938e+00	-5.364565584050075664e+00	6.619963326667726022e+00	-1.108639875394439533e+00	1.734272437662562338e-01	-8.382825614688563576e+00	-2.686832712320989636e+00	-7.007401346392525987e+00	-6.974662094253274436e-01	1.945553244878407861e+00	-7.046173447364138198e+00
-7.443891877190013107e-01	5.781821754974689753e+00	-6.746594591601784430e+00	-4.023896255266221078e-01	6.030745824260470123e+00	5.296265341390447468e+00	2.942254831757581179e+00	-4.611379333892291932e+00	5.765409523947071513e+00	-1.462612461252912999e+00	5.682623253692735688e+00	-5.188344015467535542e+00	-2.491024029817235252e+00	3.858661043553802017e+00	-5.131056878495575901e+00
1.499392109119608296e+00	2.426721253258845135e+00	1.660379396384787043e+00	1.258988306676491975e+00	7.769977301676456172e-01	1.596858828424629895e+00	-7.904114157277296826e+00	-1.175491436856287875e+00	-3.951782426481616373e+00	-3.145694934701467993e+00	4.863915624249489866e+00	-2.502997343126166729e+00	-3.244076115211772304e+00	6.850896367546829291e-01	2.580468585317162500e+00
-2.813743835606476562e+00	-2.797598560474673368e-01	9.840864248613853116e-01	-1.363607895955866400e+00	1.283529919932361274e+01	-4.718796065288095143e+00	-7.682618501206552875e-01	-4.325157994684592389e+00	-2.817380174076650423e+00	-2.243107531206312566e-01	-7.027714774696747213e-01	-1.183593619503104488e+00	-1.459128971328487623e+00	1.960347665942472561e+00	2.961978506182187498e+00
-1.358948776985105411e+00	7.911230678061413002e+00	5.823144813261224018e-01	5.529912267768372303e+00	7.924792663922026748e+00	-3.032679306577438894e+00	8.782485123919986592e+00	-9.426284756858509084e+00	-5.558051104248546981e-01	-3.632620620838248326e-01	-8.484659872254893820e-01	-3.658904361480504797e+00	-1.031758100199640316e+00	4.362428340194829390e-01	-2.099446604158690111e-01
-3.266320708374060300e-01	1.587511964476682191e+00	3.679824314282857944e+00	-2.722570497855389071e+00	-1.618011672300452508e+00	-2.422421808203744309e+00	-5.006449077557992844e-01	9.464511043208126750e+00	1.759980233007376604e-01	-6.483425558104395359e-01	-2.184850229609165861e+00	-3.326423812674074831e+00	-5.821235928182528774e+00	-5.281286213694913023e+00	-7.834232265653425786e-01
-1.581561344476685615e+00	1.457865027108247613e+00	2.345444268996764947e+00	4.931568777874434595e+00	6.289715559192766037e+00	-3.388571412894797685e+00	-3.281290606696151357e+00	2.631946023130145029e-01	-5.454993339205389091e+00	2.710880749371082477e+00	8.823505688588580753e+00	-4.140746737218602647e+00	-7.389647866585131730e-01	-1.033374792981840651e+00	1.138738951956086848e-01
-3.668681022431850014e+00	4.240123433300011513e-01	7.767354619260183668e+00	6.087972806624533995e+00	1.373097429400445435e+00	-2.741616859309115029e+00	-3.862733448314149332e+00	-5.294982646834409223e+00	-5.863123933477536021e+00	-6.305927305369350755e+00	-9.979123426726157486e-01	-2.345811879691653168e+00	-3.353097919997668264e+00	-4.229816245906757644e+00	2.071024872248696358e+00
-1.137762494300602167e+00	7.464721133417390853e+00	2.404402840862788771e-01	2.652979487789239865e+00	2.822265472457331281e+00	-3.346560184195114473e+00	-6.327524456302095146e+00	-4.320429685985736512e+00	-1.018899963642687090e-01	-1.088591322049490051e+00	2.460501547997369975e+00	3.644722027853100066e-01	-2.872639623446634705e+00	-4.008363669902886173e+00	-4.214947544310498451e+00
-4.988725063821125794e+00	-3.263299929090893059e+00	1.212584555217941285e+00	-3.815972826807527252e+00	2.630011660714322463e+00	-6.213056864684599612e-01	3.335175368451046118e+00	2.161720625669290907e+00	8.680134844423333940e-01	-4.422885779058393751e+00	-3.407518884808965698e+00	-2.892519669176079944e+00	-3.762005057102346672e+00	-5.478427488226996545e+00	-1.512384846300266927e+00
4.554583675278082999e-02	2.271103620872886975e+00	-1.044735555490987400e+00	5.833184250142785743e+00	6.219179824211331642e+00	5.716122392236838712e-01	-4.559710191134184853e+00	-5.456033591383985915e+00	2.360337402844878252e+00	-6.209005699910237208e-01	2.594287185840963961e+00	-4.969366045886937755e+00	-3.878121747741635428e+00	-4.500156610890005737e+00	-5.470886861012902891e+00
-7.048718774471701032e+00	4.907403943352815823e+00	-3.988516402898031554e+00	2.713653428930467904e+00	9.606492113883948747e+00	5.055734412839060887e+00	-3.737295017806962494e-01	4.058824448773522553e-01	-5.740895919154462845e+00	2.296916635527144646e+00	3.993016100074925134e+00	-1.181146136085525766e+00	-3.626702639808341289e+00	-7.811148511947415551e-01	8.628068763259933993e-01
-2.381244164821928244e+00	5.736614251871657189e+00	2.261068327571675418e+00	-2.447280051730033712e+00	3.088809319868369485e+00	-9.421547045253627628e-01	-2.801268274182763474e+00	-3.623871466182120860e-01	-6.697424363141617931e+00	1.433023012743232627e+00	6.368518195456431386e+00	4.917690218552021264e+00	-1.962033188639930703e+00	-5.853013232896128848e+00	-9.557614528764558415e+00
2.035776500878858197e+00	1.645666021919421462e+00	-1.903572952866456003e+00	-3.851171089942536430e+00	-1.189798167375718974e+00	-4.553756205364778431e-01	-1.631640559898928089e+00	7.469048035327945811e+00	-1.924560858489044346e+00	-7.965082797379965385e+00	1.331448580702986995e+00	-9.661377641787673554e+00	-6.382240440891507660e+00	-1.322610937777421114e+00	1.565366784326970573e-01
-2.330404994221133119e+00	3.829953351465394285e+00	3.111622882609365703e+00	2.483259517551065443e+00	8.595475808029039655e+00	1.649647947496940992e+00	-6.063195358052927197e+00	-2.488786338064417958e+00	-6.750925257406620084e+00	-1.586472507027225087e-01	6.153879784438195166e+00	-4.721635406869670426e+00	-2.813811236918228875e+00	1.771768662468177213e+00	-2.588314710224252746e+00
-5.836188782234457584e+00	2.210533408540633182e+00	-3.845668798957515566e+00	2.759067243853730478e+00	4.762710204003237635e+00	-7.812823742622171608e+00	-3.492111919995092961e+00	-4.817834414509173935e-01	-1.244297423638333067e+00	1.164892386907582900e+00	5.951480579629792045e-01	-3.936765168822883076e+00	-8.638633473445879174e-01	3.132726436475723020e+00	-6.122324363483242493e+00
-1.922862541552903926e+00	4.314473757808323207e+00	7.704400218707930570e+00	-6.124905779709894027e+00	3.694245279199300569e+00	1.081439292498284521e+00	-2.631695439902159150e-01	-1.254171019104149298e+00	2.311870393386971756e+00	1.819234220144010816e+00	-1.510919926780718736e+00	-3.892352535742857000e+00	-6.999135248631425554e+00	1.143955225062682768e+00	-5.544191843366238714e+00
7.157145028539338982e-01	2.869429635429402214e+00	-1.228832230138130477e+00	2.958827919138276474e+00	-2.759135608406303453e-01	3.285230215414641997e+00	-8.885657010279352619e+00	3.895598466283623496e-01	1.888211356761793080e-01	-2.672691035727295272e+00	4.295081656224279953e+00	4.090266064361059439e-01	4.028944372883915825e+00	-4.213762971054886286e+00	-3.495716011210618035e+00
-9.178546605906573674e+00	5.717747869416201389e+00	4.547884504743438860e+00	-2.415827838554304385e+00	6.502498094228386982e+00	1.619317939191086131e+00	3.592205734329206646e+00	-4.784926522868637733e+00	2.487218642744939867e+00	-2.582343959285581025e+00	-6.412484147418249236e+00	-7.496841069989260697e-01	-7.409278721990842698e+00	3.633334284085641297e+00	-5.229499429467234783e+00
-6.764013965155336594e-01	-3.700082184485671277e+00	1.733569395407880576e+00	-6.911540746468228802e-01	4.944209746261716276e+00	-2.626485647277034374e+00	-1.426715670485806164e+00	-1.114775375089675391e+00	-2.283218090300031644e+00	6.416555344783669845e-01	-8.766569311683749532e-01	-7.267632402506231104e-01	2.646627070232026480e+00	-6.691691610956780334e-01	-3.076960501679153470e+00
-5.821645665279179260e-01	8.803659423091161784e+00	-4.065041161399824965e+00	-6.832840089798967398e+00	1.302781387199067054e-01	-2.111366797177629095e+00	-5.916587421270874003e+00	-1.586674766998021457e+00	-1.013642629904134118e+01	-1.987057728934024992e+00	-6.955938769407092437e+00	6.730945253194237088e-01	-6.377126154212461095e+00	3.290714888536548699e+00	-1.601049296090538476e+00
4.751602936303517266e-01	9.224341954957886447e-01	2.276350207489215016e+00	-5.880971321951263597e+00	4.106052520724477795e+00	-6.635622423729406805e+00	2.962202954104807273e-01	-4.414713173511075617e+00	-8.886029115076452101e+00	4.426158122800803341e+00	1.373270268202684719e+00	-5.572784900777164374e+00	-6.314924785295883858e+00	2.495882811178477212e+00	-1.026235347493689076e+01
-1.880657878444055076e+00	2.772888944010033274e+00	-1.219979263810324621e-01	-4.070478405887144824e+00	6.055418184968150541e+00	-2.149264560653953549e+00	-7.029633241663599819e+00	3.273026514702654932e+00	-1.721675588697364701e+00	6.773149421675647375e+00	3.533130836092605698e+00	-5.872192392766781843e-01	-1.388297611958942079e+00	-1.694353733874555124e-01	-1.923419422632385523e+00
5.068280654775778160e+00	-3.193579804499869113e+00	2.562184043616276607e+00	2.076379718495414473e+00	5.420705427389520992e+00	-1.956341985317845700e-01	-2.169011015549421995e+00	1.822556304350367418e+00	1.155730012732002043e+00	3.954376422812094560e+00	1.411647809763806549e+00	-1.276666843043650301e+00	-1.664065301087354953e+00	-3.304226354612774585e+00	1.168402061791005364e+00
3.306588726257982724e+00	-4.628145857424832976e-01	3.307717821382396561e+00	-3.323675601570206251e+00	-4.436088650640648279e-01	5.979258183393944215e+00	4.017762763696835826e+00	1.772855102592506338e+00	-4.773127121465241096e+00	4.243780233096565269e+00	7.018227399290466018e+00	-7.257104732064688868e+00	-5.016628318731487290e+00	5.358192722511218697e+00	-4.769417465387689070e+00
-1.758011564167152985e+00	-3.076958843714826308e+00	-1.571157957402223027e-01	-7.155182960513153390e+00	4.771656070044989484e+00	-2.436957261925421836e+00	-3.583105844513604588e+00	1.773439746042669629e+00	-3.248840355663034973e+00	-4.430413125271767782e+00	4.431793611409807987e+00	-3.400302228968839213e-02	-4.085736715245784190e+00	4.481542236584036054e+00	-2.247820718392572470e+00
-2.245885475883627969e+00	1.292011955051879379e+00	-4.067012532373883715e+00	-2.237601315889100828e+00	-2.099860832312981707e+00	1.670877485193132728e+00	4.322513912026664684e+00	-1.033067597961994544e+01	-2.273490309478654492e+00	5.222990668525767655e-01	6.939884611894397981e-02	-3.818931296561907995e+00	-2.653270477524263260e+00	5.034509639896321609e+00	-4.697102254809298327e-01
2.358108873873633549e+00	3.269496656548012581e+00	2.502447607977162924e+00	1.185942524205209958e+00	3.801202565420642276e+00	4.817124525456538464e+00	3.211049145422592233e+00	1.596181429835358712e+00	8.539579755581235831e-01	-6.911420951872213614e-01	-3.274181625493684411e+00	-2.300251061266084474e+00	-3.033155132690244393e+00	9.830321297236819689e+00	-4.762285351098532793e+00
3.531087890057437728e-01	2.185219893961074522e+00	-1.374834348753777302e+00	5.549130031737259383e-01	4.282345156318634771e+00	-3.955917327049474519e+00	-9.355118951329933097e+00	1.109121999154233151e+00	-2.043563629212501176e-01	-1.947351303567425695e+00	-1.278300624674347130e+00	-8.315795345825008344e-02	-2.112999601592364662e+00	5.551590078795401340e+00	-7.530723243855924842e+00
-2.512374284350155640e-01	2.164763424769246214e+00	-1.813104695934708133e+00	-2.147758603745116623e+00	1.108004898073111200e+01	1.800583897156027069e+00	-4.584453481406152164e+00	2.977949218784667451e+00	-9.396482900372408409e+00	-3.649457406324506437e+00	5.901064421461624576e+00	-7.594266975971785349e+00	-4.788326088210974163e+00	5.559157398519531057e+00	-4.329412011660134674e+00
1.904922932556901927e+00	-1.271252169049148506e+00	-6.828456023838239908e+00	2.428129487013408472e+00	7.953506287646748163e+00	-2.201088512480226633e+00	-7.661801487378983921e+00	-7.781871764614671783e+00	-1.639572237746198979e+00	-1.893110704162632718e+00	7.074149004708551125e+00	-6.831186596476605644e+00	2.464935064797826314e+00	9.293616486362104023e-01	-3.650629811432485994e+00
5.124222865828363283e+00	2.607794925302061362e+00	-2.091501646743233689e+00	-3.642022759178752178e+00	1.271626892448663781e+00	-1.195648286067036636e+01	-9.003607887996784243e+00	-3.217198617226586066e+00	-4.990049100062141640e+00	-1.775748707532025961e+00	3.404040232477207883e+00	3.255652018635434963e+00	-5.753372579345011895e-01	1.793125485327058399e+00	-5.121802776616767972e+00
