PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
0.006061783407992166	0.008297379892443408	0.0014366417348269137	-0.012852020303588799	-0.0024096756990534124	0.008744446197223678	0.010152948674029464	-0.02407091000580987	0.004579303653563944	-0.009617008735335936	-0.0021035890612644517	-0.018331592039941315	-0.020158266120397495	0.019548404291472126	0.001823223916997357	-0.01784186971959762	0.015517790511196347	-0.013509264482153244	-0.023855218587774785	0.0354486387290982
-0.04326827319984768	0.004618062903813177	-0.0029971049074592787	-0.011316804254835111	-0.025739385584181772	-0.02613745374700094	0.010131857348949046	0.0034711296525071064	-0.026528574167212257	0.007684874913975194	0.007018627730021896	0.01782926438120858	0.010617119239065631	0.010497398109270022	0.04313419373491519	-0.013173067254072992	0.007725906172300881	0.008768223722039996	0.030107620602115685	-0.0330409821704446
-0.030608703289757164	-0.0016339493489730468	-0.02180840955342768	-0.005322039810847871	-0.025678860828198292	0.02386147601035758	-0.01907186508959171	-0.01917151377190081	0.007321561562669715	0.0043766563782641635	-0.048734028409457196	0.030019114026797834	0.02872626515454752	-0.013559729286762932	0.03714157730135071	0.01146254019665672	0.0052390257553178365	-0.004059873692476065	-0.039979813900782306	-0.038608062901212915
-0.017289169354362477	0.02280327341073768	-0.03248804364112575	0.038281752206570624	0.03175204390059113	-0.026697459176344127	0.006534789825054756	-0.026183939791074806	-0.019304651187105146	-0.034529803097211736	0.004734212405037009	-0.01931278866944622	-0.01093649392039599	0.03528144261232191	-0.0038855711389962134	-0.004423432911013825	-0.008753260372092259	0.02846278279241459	-0.01355787208734053	-0.022750497953906813
-0.015939879544112023	-0.020900397725573026	-0.060304643329766046	-0.020755496068996054	-0.036692525186835905	-0.0066228265384589355	-0.011846581254653795	0.009147711040372456	0.017307481700264814	0.00942055577219448	-0.038414614268812104	-0.025041337039876127	-0.0060258085621453525	0.026564085087867423	0.004001948496339577	-0.0021102649563356996	0.005131877895257377	0.021054645032305253	0.0068050220426638984	-0.013480055831433408
0.013532837098621403	0.01103341642953022	-0.02145173960409905	-0.010506134997154566	0.009123160871891902	-0.02715200531671774	-0.020515226758802622	0.013780862693294116	-0.008334121247975515	-0.04660184205412536	-0.003098576626256818	0.00876623321726138	-0.007021909164366135	0.0023847940431218446	-0.014147928487053572	-0.022846819455482368	-0.018880562406962263	0.014727370646530543	0.014306863270335236	0.007962595347522033
0.01519471741960029	0.0057953017682013455	-0.026724778222886977	0.0071353643990633335	0.01466137845444932	0.05573382975773166	-0.01614569512633356	-0.0030829997312636108	0.000804498107249679	-0.01785189023134448	0.03235791407165408	-0.011973752491328647	0.00020445137121123723	-0.008604964626416562	0.005186535824562541	-0.00359777418903148	0.015012223547804631	0.018329544668144526	-0.009619886542488632	-0.014568904744210406
0.04102012532714178	-0.03289538359643328	-0.008028395670718214	0.014402050143426028	-0.02638804087811816	0.022600761721230458	-0.004026077725294839	-0.009093497671764646	-0.004231978962417633	0.03365424599119939	-0.020938424501931542	0.013338102432484525	0.00644632630818784	0.0013120376050549149	0.0468541832127895	0.03316538063672018	-0.004985390593383204	-0.013761533699764112	-0.011328092094785887	0.015705364453975815
-0.060723392919734255	-0.005496285646814999	-0.019444463840547044	0.01861529622613555	-0.02493133057374604	0.013316915163451364	-0.027545769876087305	-0.0253357996229007	-0.011954958232891022	-0.0029798742248638792	0.012793957895411054	-0.009630725172964568	0.00023143334473272898	-0.029437201126839202	-0.00011429711586293189	-0.014144518496045198	0.041453137754243016	-0.025971200394836396	0.021752009887894545	-0.024587486768046677
0.005455180247538719	-0.004277979917157803	-0.006765045754742903	0.003996079843291242	-0.01777404059581301	-0.0205732655738661	-0.04671960996116833	0.008482760361975138	0.009664202018156957	-0.006236451044773517	-0.022957221409119443	-0.010875292915639111	-0.0029750530530990096	-0.000621228432023572	-0.004253231613290453	0.0014646477173221408	0.024354842764325837	0.014669792933877915	-0.025052043693417687	0.01708746601468483
0.03439232378122739	-0.015079351991543774	0.011417470628111156	0.04554734180359572	-0.021192332169058362	-0.01441575820148251	0.009778956457133154	-0.005865723339874625	-0.04588095869003973	-0.0021478672133844524	0.03045665453573826	-0.02385405291397599	-0.014559813708920897	0.014409561199738517	-0.026093064785825792	-0.04953934007258926	0.02182441864408861	-0.004892513179750578	-0.01970748581549607	-0.04214737314092992
0.04134088683637202	0.0111241840681947	-0.02287054405894206	0.01894459069806189	0.021778358221961946	0.015993914982118624	-0.06946089436774534	0.0034019276922021	-0.008204415761373885	-0.030049809575493674	0.03278819457120916	-0.009083730596890294	-0.013407516226028867	-0.02139123362658263	0.025007629160053384	-0.008549286830675136	0.005134599832774518	0.03154170787622603	0.029894048707028848	0.016978995779724858
0.008655766927732523	-0.02472743707538141	0.037497606021880854	0.008986120065962628	0.014624940759226959	-0.042112684449013206	-0.021992351997564302	0.02488342999935366	-0.03820186200368171	-0.01048022453008758	-0.026667798126803123	0.002452864432779393	-0.013347729052744926	-0.025775638948652705	0.0052541365402500985	0.006419066836145604	-0.023916960920342442	0.026296051208809696	0.0217843935572215	-0.03465804866215724
