5.721690787197374756e-03	-4.314836702956971991e-03	3.532544880177063270e-04	4.784163073217845980e-03	-3.118430227612082987e-03	-8.184464956150177065e-03	6.499997926607284588e-04	2.195726181486609870e-03	-1.361279626362516936e-03	-6.368345925185391922e-03	1.503847128907668390e-03	2.395220045828026258e-03	-1.632110326137793731e-04	8.568400107234051821e-03	-8.168520141156543346e-03
-1.168962943465095584e-02	4.899087413906239030e-03	-3.030294377700346042e-03	1.916569190002616850e-03	-1.970674201875154130e-03	-7.332602764421363578e-03	4.523473648720580803e-03	4.375321220179291515e-04	-1.530442273633803897e-03	-2.405408729332912145e-03	-4.664779774635854567e-03	-1.319812357898162130e-03	3.140174425255260176e-03	2.330518101116258009e-04	-2.258402813426135542e-03
4.020359601753125019e-03	-6.913312602463807591e-03	2.519037413951384901e-03	8.415321074008249745e-04	4.942868394627833450e-03	3.528938576777660482e-03	1.586504399575496688e-03	3.116218677902844562e-03	1.476620446939633409e-03	8.856088199333946726e-03	-4.373679535823907054e-03	5.050081661827399843e-03	2.568108457163805446e-03	-7.942528652606696896e-03	6.667280350128628602e-03
1.242514981531754430e-02	-5.845527680486537446e-03	5.697815593192443254e-03	-2.854448775278430744e-03	4.102668394084181373e-03	-1.515399765658673355e-03	6.275570096628390465e-04	-5.128874090435891694e-03	-2.454002225786675213e-04	-7.783381142484068621e-03	3.673106125877087166e-03	9.729035759142025744e-03	2.456145443682942672e-03	-6.287950115477805753e-03	2.988559144472693798e-03
1.846767887384337696e-03	-6.288655142814523862e-03	-2.373996208882755022e-03	-1.842925110031620999e-03	-6.870375393532412132e-03	1.066848359671272815e-03	-1.668462372774720927e-03	-2.401278684045099498e-04	-2.299789335247428342e-03	-3.734937688193477271e-03	4.793815254482955424e-03	1.112921682581747423e-03	7.100575856810193570e-03	-2.194172310324112637e-03	1.995453711617158326e-03
6.067009158024254216e-03	5.938260426500709642e-04	-3.098434400557173972e-03	-5.963947540996593702e-03	-9.264460590978491590e-04	2.599668583537401850e-03	2.600527068737901269e-03	7.201848340489204817e-03	4.924970151676992883e-03	-4.457360653234125267e-03	2.014870082550962796e-03	1.193751832648218443e-03	-4.474596052959484409e-04	-3.875227846265062552e-03	9.927306200734776348e-03
1.239743150555194361e-03	6.653036658001469476e-03	1.243817762007002996e-03	-6.451254188075760711e-03	-8.343816084787264442e-03	1.338676906828208460e-03	8.545618749394556443e-03	-4.373504900974376115e-03	-5.123661395106332041e-03	-4.943049496157097752e-03	4.551993861682340770e-03	4.467093880235416779e-03	2.092981287097949415e-03	-1.309474464681110789e-03	-6.146653479598994385e-03
1.061921799526240572e-02	2.574371610256302300e-03	1.594135727773013942e-03	-5.441132267186703534e-04	8.786495446859554637e-03	-9.651643690867672430e-04	3.059703373604125490e-03	-2.736085272237621414e-03	-3.147801930055665713e-03	-4.881446559813748531e-03	-9.416562360503343335e-05	-1.033495726099097761e-02	7.200817580183642430e-03	2.057978663250511608e-03	-2.694826468413992048e-03
8.305093250657294771e-03	1.669290422928182416e-03	8.794815096979552091e-03	9.447679534856523063e-04	8.276127071118258294e-03	2.860173684875593446e-03	4.623727549402667676e-03	4.295189718298138455e-03	2.457059252783818336e-03	4.453572004175124048e-03	2.367163514169024884e-03	-8.241807444715322159e-03	6.059973951538948946e-04	1.192288647071254766e-03	1.588335183418486526e-03
8.003130113819399011e-03	-7.181732483514006310e-03	-4.109113754733727079e-03	1.024723032640830665e-04	-3.908759746030991689e-03	-5.524925262107341015e-03	-4.413593280360618779e-03	-8.432420959803412028e-05	4.227239363116305076e-03	5.959144939760898860e-03	-4.244483046644331042e-03	2.190678439808745569e-03	-9.151810022074940640e-03	5.547116114787831523e-03	2.793121004463616948e-03
-5.978914292358406685e-03	3.444592859513993625e-03	-2.167692929431154145e-03	1.089556435890617859e-03	-2.983293500354050002e-03	4.127491113124909239e-03	3.462907587260919567e-04	-3.977797046344421286e-03	-4.243165297088197924e-03	3.297862144512939304e-03	1.046561242914229029e-02	-1.644845945053726062e-03	6.761246267255415984e-03	-1.591927184964764784e-03	-3.792292682280385893e-03
1.222259565908232447e-02	7.804888893791183703e-03	4.206111609344097106e-03	-2.556102682891628428e-03	-4.039821096291582210e-03	6.283678189762617085e-03	2.638778680779355675e-03	3.711318657779179124e-03	3.282333761918131577e-03	-6.478003220644732926e-03	1.741933664294358086e-02	-1.067456273956944850e-03	-1.347262150255357531e-03	6.297659820603961241e-03	-5.650410311413167630e-03
-1.271899511036082495e-02	3.032351082969364856e-03	-1.826702944094991780e-03	9.311115229299675401e-04	-4.979921228891890685e-03	1.936690493320434008e-03	3.675985785148482791e-03	2.036420425770903500e-03	3.064566908171940658e-04	1.905428506414547692e-04	-3.500421273735273252e-03	-3.859190314313648215e-03	-4.929787226448691974e-03	-3.007460061139520524e-03	-9.857224009419346747e-04
-1.608444757913083528e-02	-2.269582904606274459e-03	-3.032210425116663687e-03	1.942092079896464525e-03	1.888471659881120522e-03	-2.368785260318027538e-03	1.466551710958137814e-03	3.013102656548920406e-03	2.567797370132782089e-04	5.422174575769289975e-03	-4.571659029188898313e-03	1.071517440416792357e-03	-6.807587691412217987e-04	-2.555183114673120542e-04	-2.972194453286527288e-03
1.048241775810157192e-02	1.073046470117138603e-03	5.400468133908776711e-03	-6.353721624764514103e-03	8.056217728247758170e-03	-1.423880174134293608e-04	-5.568926255775420026e-03	-3.875921023914561791e-03	1.111528790428166318e-02	2.595415284852166816e-03	-3.614580407565284523e-03	2.743583489955421246e-03	3.208760316286986356e-03	6.943197066513331212e-03	-3.131448740223480819e-03
-1.227659263607998492e-02	7.267915423708491479e-04	3.280391030253551957e-03	-3.788738637959464597e-03	-2.658396687003772166e-04	-8.868286057314572757e-04	3.031876768738283722e-03	-1.482124517997854328e-04	7.417824321416634573e-03	3.547611147965167890e-03	-8.736228959843553993e-04	-2.661545351307104471e-03	-4.043709949673519877e-03	2.552601866463407795e-03	-1.534012279689486594e-03
1.523538411367836819e-02	-5.187982507244118073e-03	2.361154313998628605e-03	5.460277800419895654e-03	4.050048765603439689e-03	6.735141636868923962e-03	-2.181589427346757645e-03	-2.218001595019986234e-03	-1.528562039873336044e-04	6.117642460225990522e-03	1.769015235396851347e-04	-2.291782625705390732e-03	-7.003422439324729731e-05	1.244347263564680311e-03	-4.152578212593510155e-03
-3.303669494867418274e-03	-4.209470922722062807e-04	-9.570337948887411024e-05	5.109131678150629664e-03	5.734309835336810941e-03	3.341601449393485673e-04	3.336914662379568582e-03	-1.486170800941977654e-03	8.043109563345963303e-03	-2.242938031000654611e-03	2.351134156694911770e-03	9.603123921230152142e-04	1.212067069504917062e-03	-5.865043560422772764e-03	3.901091179519857940e-03
1.687287024292463862e-03	-8.076296589799767355e-04	2.217025370534804300e-03	4.186193619630958901e-03	-1.521892024986732956e-04	-4.891734208159417667e-03	-8.631902755632019086e-03	6.741067636790961867e-03	5.160907041003792543e-03	3.445729010841184527e-03	-7.916619406286864676e-05	-1.243647846346967838e-02	3.435668656349007491e-03	-2.329850312931188404e-03	1.081351711037708673e-03
7.136068775606341924e-03	-2.280705350214807300e-03	3.189100731295621549e-03	-8.286684887825631046e-04	-3.869010386985033412e-03	1.075533100254261101e-03	-1.953915315979392036e-03	6.568978188583565921e-04	5.939874777406364478e-03	1.678709119530002233e-03	-4.897582358494956094e-03	-4.240607723407491432e-03	1.553518208176902192e-03	4.886690492776552160e-03	-1.239610986229828854e-03
4.094314495941644462e-03	-5.821928423491697958e-03	1.933206797776321163e-03	-1.628722629414746216e-03	4.350926447607892885e-04	-4.566930915654416299e-03	-3.496764176439341731e-03	-1.471045203294938861e-03	-3.754852306423095160e-03	-1.327563198334175826e-02	2.956751292627359494e-03	-2.840940352923989210e-03	-1.451467226550722748e-03	1.986006648549868987e-03	-7.796747745599197322e-04
5.024166338083715586e-03	-1.992582115917978895e-03	9.885234749325069997e-04	-8.995714538321328410e-04	-1.385960348937063805e-03	-5.090465154951764708e-03	-4.050301380063801686e-03	-4.996439912539961219e-03	-4.991747448560224926e-03	3.827678040631274543e-03	4.283089492047174179e-03	-3.076903125651801654e-03	1.180395037604660370e-03	-2.202291177859472368e-04	-6.622260189162140417e-03
-6.314131617035769438e-03	-2.700070875708861055e-03	-7.140037173706684573e-03	2.848251906895354815e-03	1.843358555431064822e-04	-1.069187383227262729e-03	2.968027739836523026e-03	1.852309502830069583e-03	2.787644918936613581e-03	-8.369270876374936214e-04	-2.290858916589544282e-04	-6.152890386383361339e-03	-3.364089286203012473e-03	-7.798056670918794737e-03	-3.470658395346003060e-03
1.128745562504589531e-02	-1.434178624988032122e-04	-4.882335401591083972e-03	9.841167418445460197e-03	2.879290016716542274e-03	7.366162725222512135e-03	-1.871642494262663154e-04	1.935710353403342823e-03	-1.437607106015137892e-03	4.476728810620134516e-03	-1.912638302492223252e-03	1.195980146199607892e-03	5.038040779806320785e-03	-3.906225471612445859e-03	5.060801392176529287e-03
1.348900735239750084e-02	8.482120528087633195e-04	-4.431529422073639084e-03	-2.955727405174280419e-03	-1.652572879379202424e-03	-2.784635954916874889e-03	-1.708929412069208923e-03	-5.233365901215067222e-03	-1.670955880099496329e-03	-4.020752296307335380e-04	-7.823055185652697842e-04	8.612915289489016376e-04	-8.347659726863417007e-03	9.111630117573840323e-03	6.875285102182738910e-03
2.816698799646391062e-03	-2.485307553484483473e-03	-4.661597795785722004e-03	1.789208923675876051e-03	7.302175711507972490e-03	8.554800816428693739e-04	4.263010069858259171e-03	-8.308132241057438958e-03	5.056382157932638212e-03	-4.664895250355196275e-03	2.389711219895117398e-03	-1.444126330885117269e-03	2.374077431312184364e-03	4.920223601669380595e-03	1.175939197066206213e-03
-8.610148431830272689e-03	1.949347634477619677e-03	-1.430445556223744388e-03	2.488727697284303687e-03	-2.268221533513419159e-03	-2.086520494744108494e-04	-5.817500535562502954e-03	1.102993098441343647e-03	-2.379163556390906549e-03	-1.018220843733141229e-02	2.114952848556499610e-03	-1.555673579410570342e-03	-3.962295773195761983e-03	-3.937830714089015152e-03	4.938872252619226286e-03
7.272188102151664474e-03	5.537671412375321477e-03	3.404506557850807934e-03	-1.280803982248362788e-03	3.577799157077230993e-03	-2.654020495286615097e-03	6.467663460257143393e-03	-3.636192092001921928e-04	-2.651156052278828400e-03	-3.412567005001811062e-03	4.482169006766428820e-03	6.429185494874207173e-03	3.146118448891406516e-03	4.088864418545469330e-03	-1.033876380967189632e-02
1.234684390413997961e-02	7.890931442158978168e-03	-2.340204737269772819e-03	2.050139906008452591e-03	-2.481302702188585389e-03	-2.379783085551536240e-03	6.320998361795206189e-03	-3.213224658572397339e-03	-3.430354925213486162e-03	-9.392311142342154098e-04	-1.008505517394073746e-04	-5.765319291951184451e-04	4.929973593688510500e-03	8.877691744766120358e-04	-2.250631451149340875e-03
-8.236033544604609916e-03	7.479038588008359587e-04	4.111631893961935325e-04	1.625228033699900555e-03	1.946485130929816437e-03	9.246973239128779623e-03	1.308180640262835955e-03	1.293674576937023629e-03	1.764735172603400020e-03	5.325349947127177956e-03	-3.969808080567117231e-03	-5.536418285231249517e-05	3.347098524703290539e-03	4.702345442161910520e-03	3.170260427927605509e-03
